Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"IP","INTERNATIONAL PAPER","Materials","Equity","17,744,716.08","0.04","17,744,716.08","374,994.00","47.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","17,735,444.46","0.04","17,735,444.46","157,257.00","112.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","17,648,511.22","0.04","17,648,511.22","461,882.00","38.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","17,623,567.36","0.04","17,623,567.36","138,376.00","127.36","United States","NASDAQ","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","17,527,038.84","0.04","17,527,038.84","70,782.00","247.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","17,508,692.78","0.04","17,508,692.78","30,703.00","570.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALAB","ASTERA LABS INC","Information Technology","Equity","17,440,935.48","0.04","17,440,935.48","101,958.00","171.06","United States","NASDAQ","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","17,431,540.80","0.04","17,431,540.80","83,870.00","207.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","17,420,322.96","0.04","17,420,322.96","270,334.00","64.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","17,336,084.57","0.04","17,336,084.57","96,467.00","179.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKL","MARKEL GROUP INC","Financials","Equity","17,315,421.20","0.04","17,315,421.20","8,855.00","1,955.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","17,240,004.15","0.04","17,240,004.15","262,365.00","65.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","17,234,690.70","0.04","17,234,690.70","1,036,985.00","16.62","United States","NASDAQ","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","17,235,228.49","0.04","17,235,228.49","64,549.00","267.01","United States","NASDAQ","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","17,184,425.18","0.04","17,184,425.18","25,126.00","683.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","17,088,793.90","0.04","17,088,793.90","84,310.00","202.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","16,993,279.26","0.04","16,993,279.26","77,151.00","220.26","United States","NASDAQ","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","16,962,066.42","0.04","16,962,066.42","390,651.00","43.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","16,936,460.10","0.04","16,936,460.10","159,327.00","106.30","United States","NASDAQ","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","16,817,936.68","0.04","16,817,936.68","607,804.00","27.67","United States","NASDAQ","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","16,818,637.74","0.04","16,818,637.74","110,373.00","152.38","United States","NASDAQ","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","16,786,224.15","0.04","16,786,224.15","319,555.00","52.53","United States","NASDAQ","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","16,690,019.22","0.04","16,690,019.22","38,562.00","432.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","16,611,731.45","0.04","16,611,731.45","32,159.00","516.55","United States","NASDAQ","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","16,502,026.89","0.04","16,502,026.89","2,001.00","8,246.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","16,478,084.81","0.04","16,478,084.81","59,753.00","275.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","16,448,994.52","0.04","16,448,994.52","639,541.00","25.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","16,435,762.22","0.04","16,435,762.22","174,737.00","94.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","16,396,923.60","0.04","16,396,923.60","50,070.00","327.48","United States","NASDAQ","USD","1.00","USD","-"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Equity","16,335,802.18","0.04","16,335,802.18","272,218.00","60.01","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","16,223,514.84","0.04","16,223,514.84","90,766.00","178.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","16,194,982.88","0.04","16,194,982.88","143,981.00","112.48","United States","NASDAQ","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","16,171,030.72","0.04","16,171,030.72","60,064.00","269.23","United States","NASDAQ","USD","1.00","USD","-"
"INSM","INSMED INC","Health Care","Equity","16,165,465.17","0.04","16,165,465.17","127,077.00","127.21","United States","NASDAQ","USD","1.00","USD","-"
"HUBS","HUBSPOT INC","Information Technology","Equity","16,041,668.00","0.04","16,041,668.00","36,200.00","443.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","15,993,621.60","0.04","15,993,621.60","370,480.00","43.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"K","KELLANOVA","Consumer Staples","Equity","15,835,307.58","0.04","15,835,307.58","197,793.00","80.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","15,825,798.48","0.04","15,825,798.48","144,978.00","109.16","United States","NASDAQ","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","15,805,128.04","0.04","15,805,128.04","365,521.00","43.24","United States","NASDAQ","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","15,703,789.50","0.04","15,703,789.50","76,195.00","206.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","15,694,202.16","0.04","15,694,202.16","93,652.00","167.58","United States","NASDAQ","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","15,636,036.12","0.04","15,636,036.12","48,759.00","320.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","15,613,156.73","0.04","15,613,156.73","213,791.00","73.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","15,480,932.60","0.04","15,480,932.60","216,335.00","71.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","15,429,363.60","0.04","15,429,363.60","93,004.00","165.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","15,403,052.76","0.04","15,403,052.76","342,138.00","45.02","United States","NASDAQ","USD","1.00","USD","-"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Consumer Discretionary","Equity","15,330,032.64","0.04","15,330,032.64","230,319.00","66.56","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","15,321,226.90","0.04","15,321,226.90","271,894.00","56.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FWONK","LIBERTY MEDIA FORMULA ONE SERIES C","Communication","Equity","15,260,541.12","0.04","15,260,541.12","150,084.00","101.68","United States","NASDAQ","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","15,244,391.52","0.04","15,244,391.52","72,262.00","210.96","United States","NASDAQ","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","15,183,765.81","0.04","15,183,765.81","313,779.00","48.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBA","RB GLOBAL INC","Industrials","Equity","15,115,336.00","0.04","15,115,336.00","131,575.00","114.88","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","15,056,201.78","0.04","15,056,201.78","173,819.00","86.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","14,936,325.39","0.04","14,936,325.39","300,107.00","49.77","United States","NASDAQ","USD","1.00","USD","-"
"PINS","PINTEREST INC CLASS A","Communication","Equity","14,869,214.82","0.04","14,869,214.82","422,181.00","35.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","14,865,395.88","0.04","14,865,395.88","442,686.00","33.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","14,850,747.89","0.04","14,850,747.89","165,247.00","89.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","14,811,652.10","0.04","14,811,652.10","74,935.00","197.66","United States","NASDAQ","USD","1.00","USD","-"
"NTRA","NATERA INC","Health Care","Equity","14,802,933.88","0.04","14,802,933.88","92,449.00","160.12","United States","NASDAQ","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","14,787,089.91","0.04","14,787,089.91","141,761.00","104.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","14,555,997.60","0.03","14,555,997.60","156,432.00","93.05","United States","NASDAQ","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","14,544,474.12","0.03","14,544,474.12","104,742.00","138.86","United States","NASDAQ","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","14,419,619.27","0.03","14,419,619.27","78,869.00","182.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","14,416,859.52","0.03","14,416,859.52","147,231.00","97.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","14,179,745.58","0.03","14,179,745.58","23,114.00","613.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","14,149,331.56","0.03","14,149,331.56","97,838.00","144.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","14,133,823.48","0.03","14,133,823.48","334,291.00","42.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","14,118,412.86","0.03","14,118,412.86","191,151.00","73.86","United States","NASDAQ","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","13,937,977.35","0.03","13,937,977.35","1,633,995.00","8.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","13,905,247.50","0.03","13,905,247.50","100,218.00","138.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","13,756,167.36","0.03","13,756,167.36","169,578.00","81.12","United States","NASDAQ","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","13,648,181.83","0.03","13,648,181.83","518,351.00","26.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","Information Technology","Equity","13,642,827.15","0.03","13,642,827.15","188,985.00","72.19","United States","NASDAQ","USD","1.00","USD","-"
"TOST","TOAST INC CLASS A","Financials","Equity","13,508,903.64","0.03","13,508,903.64","321,564.00","42.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLEX","FLEX LTD","Information Technology","Equity","13,504,790.88","0.03","13,504,790.88","271,344.00","49.77","United States","NASDAQ","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","13,464,621.50","0.03","13,464,621.50","441,463.00","30.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","13,441,201.20","0.03","13,441,201.20","26,405.00","509.04","United States","NASDAQ","USD","1.00","USD","-"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Financials","Equity","13,338,461.30","0.03","13,338,461.30","7,015.00","1,901.42","United States","NASDAQ","USD","1.00","USD","-"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","13,201,052.86","0.03","13,201,052.86","150,251.00","87.86","United States","NASDAQ","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","13,073,744.64","0.03","13,073,744.64","53,828.00","242.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CW","CURTISS WRIGHT CORP","Industrials","Equity","12,994,988.25","0.03","12,994,988.25","27,087.00","479.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","12,967,805.40","0.03","12,967,805.40","41,105.00","315.48","United States","NASDAQ","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","12,883,243.01","0.03","12,883,243.01","610,291.00","21.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","12,819,435.60","0.03","12,819,435.60","99,980.00","128.22","United States","NASDAQ","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","12,780,497.55","0.03","12,780,497.55","51,745.00","246.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","12,768,680.40","0.03","12,768,680.40","86,415.00","147.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","12,697,685.44","0.03","12,697,685.44","53,392.00","237.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","12,684,574.16","0.03","12,684,574.16","114,668.00","110.62","United States","NASDAQ","USD","1.00","USD","-"
"GWRE","GUIDEWIRE SOFTWARE INC","Information Technology","Equity","12,599,409.60","0.03","12,599,409.60","58,986.00","213.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSTG","PURE STORAGE INC CLASS A","Information Technology","Equity","12,585,024.02","0.03","12,585,024.02","219,941.00","57.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USFD","US FOODS HOLDING CORP","Consumer Staples","Equity","12,586,728.00","0.03","12,586,728.00","163,464.00","77.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","12,559,228.33","0.03","12,559,228.33","45,221.00","277.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","12,561,997.68","0.03","12,561,997.68","42,194.00","297.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","12,507,647.95","0.03","12,507,647.95","181,139.00","69.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","12,463,184.50","0.03","12,463,184.50","62,866.00","198.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","12,459,400.48","0.03","12,459,400.48","116,356.00","107.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","12,425,323.80","0.03","12,425,323.80","158,083.00","78.60","United States","NASDAQ","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","12,404,500.38","0.03","12,404,500.38","162,917.00","76.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","12,405,670.20","0.03","12,405,670.20","537,042.00","23.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","12,276,481.77","0.03","12,276,481.77","56,157.00","218.61","United States","NASDAQ","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","12,230,914.50","0.03","12,230,914.50","388,283.00","31.50","United States","NASDAQ","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","12,221,121.60","0.03","12,221,121.60","228,006.00","53.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRU","TRANSUNION","Industrials","Equity","12,193,973.84","0.03","12,193,973.84","138,191.00","88.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","12,160,575.79","0.03","12,160,575.79","179,069.00","67.91","United States","NASDAQ","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","12,128,005.74","0.03","12,128,005.74","13,443.00","902.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","12,110,906.86","0.03","12,110,906.86","183,443.00","66.02","United States","NASDAQ","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","12,024,705.29","0.03","12,024,705.29","182,663.00","65.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","12,002,155.32","0.03","12,002,155.32","36,957.00","324.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","11,984,590.20","0.03","11,984,590.20","660,308.00","18.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","11,956,007.56","0.03","11,956,007.56","45,571.00","262.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","11,914,180.80","0.03","11,914,180.80","83,667.00","142.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","11,900,730.00","0.03","11,900,730.00","164,148.00","72.50","United States","NASDAQ","USD","1.00","USD","-"
"TLN","TALEN ENERGY CORP","Utilities","Equity","11,895,249.60","0.03","11,895,249.60","32,310.00","368.16","United States","NASDAQ","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","11,844,876.60","0.03","11,844,876.60","97,569.00","121.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","11,817,683.67","0.03","11,817,683.67","502,239.00","23.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","11,804,929.20","0.03","11,804,929.20","30,510.00","386.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","11,736,592.00","0.03","11,736,592.00","243,700.00","48.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGI","SOMNIGROUP INTERNATIONAL INC","Consumer Discretionary","Equity","11,711,233.04","0.03","11,711,233.04","143,908.00","81.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","11,688,192.92","0.03","11,688,192.92","222,802.00","52.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","11,668,959.25","0.03","11,668,959.25","121,615.00","95.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CG","CARLYLE GROUP INC","Financials","Equity","11,651,957.94","0.03","11,651,957.94","186,193.00","62.58","United States","NASDAQ","USD","1.00","USD","-"
"THC","TENET HEALTHCARE CORP","Health Care","Equity","11,606,665.85","0.03","11,606,665.85","65,195.00","178.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","11,597,741.60","0.03","11,597,741.60","114,151.00","101.60","United States","NASDAQ","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","11,551,555.74","0.03","11,551,555.74","199,371.00","57.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","11,511,733.03","0.03","11,511,733.03","202,993.00","56.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","11,496,643.47","0.03","11,496,643.47","363,933.00","31.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","11,484,163.68","0.03","11,484,163.68","108,834.00","105.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","11,446,472.47","0.03","11,446,472.47","90,151.00","126.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACM","AECOM","Industrials","Equity","11,415,421.94","0.03","11,415,421.94","94,522.00","120.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RKLB","ROCKET LAB CORP","Industrials","Equity","11,403,258.24","0.03","11,403,258.24","278,672.00","40.92","United States","NASDAQ","USD","1.00","USD","-"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","11,388,507.50","0.03","11,388,507.50","90,206.00","126.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","11,355,239.28","0.03","11,355,239.28","36,388.00","312.06","United States","NASDAQ","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","11,143,995.52","0.03","11,143,995.52","149,624.00","74.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","11,022,764.50","0.03","11,022,764.50","185,350.00","59.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","10,978,642.35","0.03","10,978,642.35","79,469.00","138.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","10,946,851.76","0.03","10,946,851.76","110,218.00","99.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","10,786,105.20","0.03","10,786,105.20","37,560.00","287.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","10,764,729.50","0.03","10,764,729.50","158,725.00","67.82","United States","NASDAQ","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","10,732,595.94","0.03","10,732,595.94","138,182.00","77.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","10,693,510.60","0.03","10,693,510.60","83,530.00","128.02","United States","NASDAQ","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","10,687,873.28","0.03","10,687,873.28","64,478.00","165.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","10,682,681.06","0.03","10,682,681.06","201,029.00","53.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","10,677,912.66","0.03","10,677,912.66","88,386.00","120.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XPO","XPO INC","Industrials","Equity","10,640,988.08","0.03","10,640,988.08","80,957.00","131.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","10,630,277.60","0.03","10,630,277.60","116,624.00","91.15","United States","NASDAQ","USD","1.00","USD","-"
"WSO","WATSCO INC","Industrials","Equity","10,520,342.56","0.02","10,520,342.56","24,752.00","425.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","10,468,278.50","0.02","10,468,278.50","141,425.00","74.02","United States","NASDAQ","USD","1.00","USD","-"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","10,400,267.83","0.02","10,400,267.83","100,651.00","103.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DT","DYNATRACE INC","Information Technology","Equity","10,379,940.16","0.02","10,379,940.16","211,318.00","49.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","10,367,333.76","0.02","10,367,333.76","353,472.00","29.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVT","NVENT ELECTRIC PLC","Industrials","Equity","10,336,645.30","0.02","10,336,645.30","117,262.00","88.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","10,307,784.24","0.02","10,307,784.24","60,684.00","169.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTI","TECHNIPFMC PLC","Energy","Equity","10,298,882.70","0.02","10,298,882.70","295,690.00","34.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","10,260,821.75","0.02","10,260,821.75","69,683.00","147.25","United States","NASDAQ","USD","1.00","USD","-"
"JLL","JONES LANG LASALLE INC","Real Estate","Equity","10,248,115.50","0.02","10,248,115.50","34,246.00","299.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WWD","WOODWARD INC","Industrials","Equity","10,234,155.12","0.02","10,234,155.12","41,784.00","244.93","United States","NASDAQ","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","10,230,616.90","0.02","10,230,616.90","471,457.00","21.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTAI","FTAI AVIATION LTD","Industrials","Equity","10,225,904.19","0.02","10,225,904.19","72,519.00","141.01","United States","NASDAQ","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","10,222,083.92","0.02","10,222,083.92","82,556.00","123.82","United States","NASDAQ","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","10,219,018.93","0.02","10,219,018.93","155,849.00","65.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","10,208,203.20","0.02","10,208,203.20","128,115.00","79.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
