Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ACHC","ACADIA HEALTHCARE COMPANY INC","Health Care","Equity","1,397,391.16","0.00","1,397,391.16","64,724.00","21.59","United States","NASDAQ","USD","1.00","USD","-"
"LBTYK","LIBERTY GLOBAL LTD CLASS C","Communication","Equity","1,391,113.96","0.00","1,391,113.96","122,242.00","11.38","United States","NASDAQ","USD","1.00","USD","-"
"IPGP","IPG PHOTONICS CORP","Information Technology","Equity","1,362,289.32","0.00","1,362,289.32","17,676.00","77.07","United States","NASDAQ","USD","1.00","USD","-"
"COTY","COTY INC CLASS A","Consumer Staples","Equity","1,354,309.95","0.00","1,354,309.95","276,955.00","4.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LBTYA","LIBERTY GLOBAL LTD CLASS A","Communication","Equity","1,341,394.74","0.00","1,341,394.74","117,873.00","11.38","United States","NASDAQ","USD","1.00","USD","-"
"PPC","PILGRIMS PRIDE CORP","Consumer Staples","Equity","1,343,137.95","0.00","1,343,137.95","28,105.00","47.79","United States","NASDAQ","USD","1.00","USD","-"
"WEN","WENDYS","Consumer Discretionary","Equity","1,327,758.26","0.00","1,327,758.26","125,497.00","10.58","United States","NASDAQ","USD","1.00","USD","-"
"SRPT","SAREPTA THERAPEUTICS INC","Health Care","Equity","1,312,890.62","0.00","1,312,890.62","65,059.00","20.18","United States","NASDAQ","USD","1.00","USD","-"
"DJT","TRUMP MEDIA TECHNOLOGY GROUP CORP","Communication","Equity","1,285,171.38","0.00","1,285,171.38","73,818.00","17.41","United States","NASDAQ","USD","1.00","USD","-"
"CLVT","CLARIVATE PLC","Industrials","Equity","1,287,254.28","0.00","1,287,254.28","291,234.00","4.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LLYVA","LIBERTY MEDIA LIBERTY LIVE SERIES","Communication","Equity","1,252,047.72","0.00","1,252,047.72","13,783.00","90.84","United States","NASDAQ","USD","1.00","USD","-"
"HUN","HUNTSMAN CORP","Materials","Equity","1,226,223.60","0.00","1,226,223.60","120,218.00","10.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UI","UBIQUITI INC","Information Technology","Equity","1,165,712.34","0.00","1,165,712.34","2,998.00","388.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DDS","DILLARDS INC CLASS A","Consumer Discretionary","Equity","1,132,981.68","0.00","1,132,981.68","2,182.00","519.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFA","BROWN FORMAN CORP CLASS A","Consumer Staples","Equity","1,080,453.12","0.00","1,080,453.12","35,171.00","30.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LENB","LENNAR CORP CLASS B","Consumer Discretionary","Equity","1,048,992.98","0.00","1,048,992.98","8,171.00","128.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COLM","COLUMBIA SPORTSWEAR","Consumer Discretionary","Equity","1,007,542.80","0.00","1,007,542.80","18,504.00","54.45","United States","NASDAQ","USD","1.00","USD","-"
"CERT","CERTARA INC","Health Care","Equity","905,678.70","0.00","905,678.70","82,185.00","11.02","United States","NASDAQ","USD","1.00","USD","-"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","Consumer Staples","Equity","887,197.41","0.00","887,197.41","38,357.00","23.13","United States","NASDAQ","USD","1.00","USD","-"
"CNA","CNA FINANCIAL CORP","Financials","Equity","855,235.68","0.00","855,235.68","17,641.00","48.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAIL","SAILPOINT INC","Information Technology","Equity","841,271.06","0.00","841,271.06","42,791.00","19.66","United States","NASDAQ","USD","1.00","USD","-"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Industrials","Equity","836,690.19","0.00","836,690.19","33,481.00","24.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Communication","Equity","725,484.96","0.00","725,484.96","11,901.00","60.96","United States","NASDAQ","USD","1.00","USD","-"
"UAA","UNDER ARMOUR INC CLASS A","Consumer Discretionary","Equity","710,692.00","0.00","710,692.00","139,900.00","5.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UA","UNDER ARMOUR INC CLASS C","Consumer Discretionary","Equity","699,830.00","0.00","699,830.00","139,966.00","5.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UWMC","UWM HOLDINGS CORP CLASS A","Financials","Equity","700,408.80","0.00","700,408.80","125,073.00","5.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CWENA","CLEARWAY ENERGY INC CLASS A","Utilities","Equity","701,671.62","0.00","701,671.62","24,646.00","28.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLIBK","GCI LIBERTY INC SERIES C","Communication","Equity","566,745.76","0.00","566,745.76","15,778.00","35.92","United States","NASDAQ","USD","1.00","USD","-"
"TFSL","TFS FINANCIAL CORP","Financials","Equity","557,538.78","0.00","557,538.78","42,334.00","13.17","United States","NASDAQ","USD","1.00","USD","-"
"SEB","SEABOARD CORP","Consumer Staples","Equity","513,880.00","0.00","513,880.00","145.00","3,544.00","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"SFD","SMITHFIELD FOODS INC","Consumer Staples","Equity","459,742.00","0.00","459,742.00","18,280.00","25.15","United States","NASDAQ","USD","1.00","USD","-"
"UHAL","U HAUL HOLDING","Industrials","Equity","374,258.90","0.00","374,258.90","6,338.00","59.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INGM","INGRAM MICRO HOLDING CORP","Information Technology","Equity","246,037.74","0.00","246,037.74","12,702.00","19.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLIBA","GCI LIBERTY INC SERIES A","Communication","Equity","85,846.60","0.00","85,846.60","2,380.00","36.07","United States","NASDAQ","USD","1.00","USD","-"
"ETD_USD","ETD USD BALANCE WITH R93531","Cash and/or Derivatives","Cash","0.87","0.00","0.87","1.00","100.00","United States","-","USD","1.00","USD","Jan 01, 2000"
"-","ESC GCI LIBERTY INC SR ESCROW","Communication","Equity","0.70","0.00","0.70","70,458.00","0.00","United States","NASDAQ","USD","1.00","USD","-"
"FAU5","S&P MID 400 EMINI SEP 25","Cash and/or Derivatives","Futures","0.00","0.00","4,793,400.00","15.00","3,195.60","-","Index And Options Market","USD","1.00","USD","-"
"ESU5","S&P500 EMINI SEP 25","Cash and/or Derivatives","Futures","0.00","0.00","66,254,750.00","206.00","6,432.50","-","Index And Options Market","USD","1.00","USD","-"
